pageviews,calls,reservations,business_id,restaurant_type,treatment,hours_opened
403,34,35,19211,independent,current,8
343,22,26,19212,independent,current,8
385,37,33,19213,independent,current,10
466,32,33,19214,independent,current,7
394,32,30,19215,independent,current,10
422,36,28,19216,independent,current,9
499,39,37,19217,independent,current,8
331,35,30,19218,independent,current,8
418,32,34,19219,independent,current,14
382,35,31,19220,independent,current,14
345,31,23,19221,independent,current,10
379,33,33,19222,independent,current,8
389,33,27,19223,independent,current,13
416,35,29,19224,independent,current,14
336,37,32,19225,independent,current,7
330,37,31,19226,independent,current,12
387,30,31,19227,independent,current,10
334,30,32,19228,independent,current,9
350,36,29,19229,independent,current,13
392,37,30,19230,independent,current,12
290,33,30,19231,independent,current,7
388,32,34,19232,independent,current,9
377,30,31,19233,independent,current,14
382,37,35,19234,independent,current,13
421,34,32,19235,independent,current,11
399,31,29,19236,independent,current,13
401,40,36,19237,independent,current,9
349,35,27,19238,independent,current,14
462,38,31,19239,independent,current,8
424,44,30,19240,independent,current,6
389,35,30,19241,independent,current,11
353,34,30,19242,independent,current,9
307,23,26,19243,independent,current,13
328,36,27,19244,independent,current,13
364,35,34,19245,independent,current,7
392,30,28,19246,independent,current,6
445,37,34,19247,independent,current,11
410,32,28,19248,independent,current,13
417,36,33,19249,independent,current,10
422,32,32,19250,independent,current,10
362,35,32,19251,independent,current,11
361,35,31,19252,independent,current,13
308,31,30,19253,independent,current,13
396,41,31,19254,independent,current,8
363,31,27,19255,independent,current,9
351,28,24,19256,independent,current,12
376,35,33,19257,independent,current,9
405,35,29,19258,independent,current,8
393,39,30,19259,independent,current,10
317,35,31,19260,independent,current,6
433,27,34,19261,independent,current,12
391,30,28,19262,independent,current,6
340,39,32,19263,independent,current,12
397,31,33,19264,independent,current,10
308,27,30,19265,independent,current,6
400,37,30,19266,independent,current,12
407,37,30,19267,independent,current,13
393,33,32,19268,independent,current,8
356,34,26,19269,independent,current,12
443,35,33,19270,independent,current,8
334,36,33,19271,independent,current,13
373,31,31,19272,independent,current,9
354,33,32,19273,independent,current,9
366,36,33,19274,independent,current,6
386,29,35,19275,independent,current,12
404,41,27,19276,independent,current,11
353,34,33,19277,independent,current,13
455,36,36,19278,independent,current,10
407,38,31,19279,independent,current,6
272,28,24,19280,independent,current,10
403,31,27,19281,independent,current,13
395,39,35,19282,independent,current,7
311,29,28,19283,independent,current,10
384,37,32,19284,independent,current,10
402,31,26,19285,independent,current,7
440,30,32,19286,independent,current,7
484,38,36,19287,independent,current,9
383,34,35,19288,independent,current,9
438,36,33,19289,independent,current,10
269,30,26,19290,independent,current,14
383,33,31,19291,independent,current,6
380,30,26,19292,independent,current,7
358,40,32,19293,independent,current,8
431,34,32,19294,independent,current,12
330,30,25,19295,independent,current,14
454,42,36,19296,independent,current,7
373,40,32,19297,independent,current,7
417,31,29,19298,independent,current,14
364,29,27,19299,independent,current,7
323,31,27,19300,independent,current,12
365,34,30,19301,independent,current,13
397,32,33,19302,independent,current,14
470,40,27,19303,independent,current,11
381,30,25,19304,independent,current,7
403,36,30,19305,independent,current,10
330,30,28,19306,independent,current,9
351,37,34,19307,independent,current,10
387,34,26,19308,independent,current,13
427,33,27,19309,independent,current,13
402,39,32,19310,independent,current,9
375,31,28,19311,independent,current,6
420,39,31,19312,independent,current,14
298,25,26,19313,independent,current,11
323,35,35,19314,independent,current,6
368,36,32,19315,independent,current,13
395,33,28,19316,independent,current,14
414,45,36,19317,independent,current,8
325,34,23,19318,independent,current,10
338,36,26,19319,independent,current,14
348,25,31,19320,independent,current,10
353,31,30,19321,independent,current,11
314,33,32,19322,independent,current,6
356,26,30,19323,independent,current,12
284,29,28,19324,independent,current,14
442,40,37,19325,independent,current,12
415,41,34,19326,independent,current,13
330,33,31,19327,independent,current,10
448,35,31,19328,independent,current,14
328,28,22,19329,independent,current,6
407,37,27,19330,independent,current,14
441,30,31,19331,independent,current,13
381,31,27,19332,independent,current,12
429,43,34,19333,independent,current,11
309,33,24,19334,independent,current,14
380,26,29,19335,independent,current,10
381,35,32,19336,independent,current,7
348,30,27,19337,independent,current,13
362,30,31,19338,independent,current,7
308,33,28,19339,independent,current,8
385,30,35,19340,independent,current,13
388,33,27,19341,independent,current,12
382,32,32,19342,independent,current,12
386,37,31,19343,independent,current,10
317,36,27,19344,independent,current,13
427,28,34,19345,independent,current,9
395,32,33,19346,independent,current,8
446,29,33,19347,independent,current,11
356,34,28,19348,independent,current,12
361,28,28,19349,independent,current,14
382,39,25,19350,independent,current,9
421,34,29,19351,independent,current,8
287,30,24,19352,independent,current,11
380,37,33,19353,independent,current,13
349,36,28,19354,independent,current,13
386,31,30,19355,independent,current,10
409,26,27,19356,independent,current,12
419,35,30,19357,independent,current,8
397,33,33,19358,independent,current,7
353,29,29,19359,independent,current,6
325,35,24,19360,independent,current,6
417,31,31,19361,independent,current,8
384,34,29,19362,independent,current,14
401,29,33,19363,independent,current,12
317,35,29,19364,independent,current,12
392,33,37,19365,independent,current,13
357,32,29,19366,independent,current,13
401,31,31,19367,independent,current,13
350,33,31,19368,independent,current,9
367,34,33,19369,independent,current,13
365,31,34,19370,independent,current,13
311,27,31,19371,independent,current,7
293,29,33,19372,independent,current,6
365,36,29,19373,independent,current,12
300,31,25,19374,independent,current,6
366,33,35,19375,independent,current,7
400,36,32,19376,independent,current,7
253,33,28,19377,independent,current,8
466,32,34,19378,independent,current,9
395,34,33,19379,independent,current,7
388,29,35,19380,independent,current,12
422,40,33,19381,independent,current,13
330,28,24,19382,independent,current,7
360,32,30,19383,independent,current,12
336,30,31,19384,independent,current,9
390,32,30,19385,independent,current,11
384,32,31,19386,independent,current,9
321,34,30,19387,independent,current,8
402,40,25,19388,independent,current,13
332,30,31,19389,independent,current,13
340,34,27,19390,independent,current,9
370,38,29,19391,independent,current,11
406,28,31,19392,independent,current,10
378,39,26,19393,independent,current,9
340,34,28,19394,independent,current,12
309,30,29,19395,independent,current,10
394,30,28,19396,independent,current,10
295,29,26,19397,independent,current,14
404,37,32,19398,independent,current,9
325,23,27,19399,independent,current,6
402,39,29,19400,independent,current,7
343,28,34,19401,independent,current,9
366,28,27,19402,independent,current,6
348,30,30,19403,independent,current,13
373,37,28,19404,independent,current,10
413,42,34,19405,independent,current,14
367,29,25,19406,independent,current,11
426,38,37,19407,independent,current,9
401,35,28,19408,independent,current,6
461,34,33,19409,independent,current,7
382,30,26,19410,independent,current,10
369,34,36,19411,independent,current,9
303,30,29,19412,independent,current,13
449,30,33,19413,independent,current,10
402,42,35,19414,independent,current,11
366,35,31,19415,independent,current,12
341,42,26,19416,independent,current,9
333,36,31,19417,independent,current,9
428,35,29,19418,independent,current,7
475,39,36,19419,independent,current,6
335,32,27,19420,independent,current,7
393,33,33,19421,independent,current,9
278,32,27,19422,independent,current,11
367,35,23,19423,independent,current,13
369,36,26,19424,independent,current,11
389,36,31,19425,independent,current,10
408,38,32,19426,independent,current,10
318,32,37,19427,independent,current,12
338,26,26,19428,independent,current,10
324,26,26,19429,independent,current,8
368,39,30,19430,independent,current,6
390,38,30,19431,independent,current,12
384,35,33,19432,independent,current,12
332,26,30,19433,independent,current,14
316,35,29,19434,independent,current,12
395,33,28,19435,independent,current,12
345,31,30,19436,independent,current,9
405,41,35,19437,independent,current,9
401,34,24,19438,independent,current,11
357,27,28,19439,independent,current,9
451,35,31,19440,independent,current,7
353,36,33,19441,independent,current,14
389,38,31,19442,independent,current,11
423,33,32,19443,independent,current,9
300,31,25,19444,independent,current,13
302,29,25,19445,independent,current,6
325,31,29,19446,independent,current,11
411,32,31,19447,independent,current,13
364,33,27,19448,independent,current,12
369,34,33,19449,independent,current,9
383,26,24,19450,independent,current,7
309,25,24,19451,independent,current,9
463,35,34,19452,independent,current,10
341,32,26,19453,independent,current,7
396,36,30,19454,independent,current,6
446,34,32,19455,independent,current,6
394,36,29,19456,independent,current,7
304,23,24,19457,independent,current,14
405,35,33,19458,independent,current,13
373,36,28,19459,independent,current,10
412,28,29,19460,independent,current,9
413,35,29,19461,independent,current,11
370,26,31,19462,independent,current,13
380,32,30,19463,independent,current,13
499,41,34,19464,independent,current,13
394,33,28,19465,independent,current,9
413,32,25,19466,independent,current,10
344,25,23,19467,independent,current,13
392,36,37,19468,independent,current,14
367,42,30,19469,independent,current,12
393,35,36,19470,independent,current,8
390,32,24,19471,independent,current,14
407,30,24,19472,independent,current,12
488,39,33,19473,independent,current,10
297,36,26,19474,independent,current,12
265,22,26,19475,independent,current,7
399,36,28,19476,independent,current,11
